0.943925234	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.943925234	0	1	1	0	1	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0	8	3	3	1	3	2	1
0.990654206	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.836448598	2	1	1	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	0	35	4	4	5	4	3	1
0.897196262	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	7	3	1	4	0	1	1
0.878504673	0	1	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	8	1	1	3	5	3	1
0.906542056	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	2	3	3	2	3	2	1
0.939252336	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	8	1	0	0	1	1	0
0.88317757	0	1	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	9	3	1	1	1	3	0
0.976635514	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	5	5	5	5	5	1
0.920560748	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0
0.934579439	0	1	0	0	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0
0.981308411	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.976635514	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	4	0	0	0	1	1
0.901869159	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	3	2	0	3	3	1
0.953271028	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	2	0	2	0	0	1
0.939252336	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	2	1	1	1	1
0.897196262	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0
0.948598131	0	1	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	2	1	1
0.934579439	0	1	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
0.911214953	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	7	1	1	0	1	1	1
0.864485981	0	1	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	12	4	2	2	3	2	1
0.953271028	0	1	1	0	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	2	4	3	3	4	4	1
0.962616822	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	3	3	3	1	3	0	1
0.897196262	0	1	1	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	3	2	3	3	3	3	1
0.929906542	1	1	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	24	4	3	3	2	1	1
